lambda_nm,txx,txy,tyx,tyy
654.0,(-0.27847314835328-0.466411939102181j),(-0.19844328150807755+0.06736386279730958j),(-0.19117957378941614+0.06807987817925493j),(-0.44562424686379976-0.38943800343763013j)
655.0000000000001,(-0.2869992593906676-0.46377450532088793j),(-0.19677848021599295+0.07261390811254177j),(-0.18952200648948136+0.07311739043335477j),(-0.45382549222620683-0.3824654889915758j)
656.0,(-0.29547573924171594-0.4609102518188024j),(-0.19502506169677525+0.07776335861812621j),(-0.1877696948932037+0.07806737076944346j),(-0.4618557777504634-0.3752769041245177j)
657.0,(-0.3038921996908222-0.4578254491465006j),(-0.19319050380503922+0.08282216912832943j),(-0.18592548799554026+0.08292886850308058j),(-0.46971579266024754-0.3678754392825704j)
658.0,(-0.3122388142407229-0.45452791573929374j),(-0.19127597917246378+0.08780111439531124j),(-0.1839945615421198+0.08770122406844637j),(-0.4773996130660388-0.36026111510529446j)
658.9999999999999,(-0.32050723917300283-0.45102684237032753j),(-0.18927743314101303+0.09270711952366233j),(-0.18198368319253305+0.09238557548129901j),(-0.4848948358809743-0.3524370990206317j)
659.9999999999998,(-0.328691287949223-0.447332087169596j),(-0.18718979659152166+0.09754087963839113j),(-0.17989975899819555+0.0969856849974311j),(-0.49218732658335324-0.3444138049084415j)
660.9999999999999,(-0.3367871029777447-0.4434531724339475j),(-0.18501160077497963+0.10229833908287288j),(-0.17774815074777436+0.10150779896796522j),(-0.4992674258612434-0.33620810984750843j)
662.0,(-0.34479274100265594-0.4393983162969041j),(-0.18274701001023066+0.10697506257546252j),(-0.17553133421931227+0.10595956793262463j),(-0.5061335441469726-0.32783821856605827j)
662.9999999999999,(-0.3527072869374266-0.4351738218760179j),(-0.18040398459973933+0.11157065281652524j),(-0.17324836416217468+0.11034836228766454j),(-0.5127907980836418-0.31931751541732795j)
664.0,(-0.36052976982069507-0.43078402882945466j),(-0.1779897985297371+0.11609035568181682j),(-0.17089535567364958+0.1146795216275763j),(-0.5192455514133684-0.31065137012537625j)
665.0,(-0.36825822198565883-0.42623184749156795j),(-0.1755068330654377+0.12054282308162889j),(-0.16846686514076895+0.11895510727192382j),(-0.525499339167081-0.3018389479201176j)
666.0000000000001,(-0.37588917759283375-0.42151970521418514j),(-0.17295137460305193+0.12493547396305331j),(-0.16595776117406183+0.1231735765192341j),(-0.5315460279680914-0.2928788788341114j)
666.9999999999999,(-0.3834177653007673-0.4166506002759078j),(-0.17031621491241883+0.12927042221086427j),(-0.16336501034995723+0.12733051075682172j),(-0.5373739994525347-0.2837752050815182j)
668.0,(-0.39083835879778434-0.4116289235574034j),(-0.16759543282972686+0.13354357194325137j),(-0.16068881736048715+0.13142019747149442j),(-0.5429719763513912-0.27453986681384795j)
669.0000000000001,(-0.39814557009960455-0.4064607824382831j),(-0.16478835997310073+0.13774747475776705j),(-0.15793275096599263+0.1354375926630015j),(-0.5483348379532964-0.2651901678816386j)
669.9999999999999,(-0.4053352609552912-0.4011537203166204j),(-0.16190024799636007+0.14187617931510507j),(-0.15510279726865164+0.13938006122620927j),(-0.5534657919884197-0.25574279343641126j)
671.0,(-0.4124052415991845-0.39571591758419694j),(-0.15893921609081876+0.14592905992287822j),(-0.15220561471553365+0.14324834984011459j),(-0.5583735374366018-0.24620808199643165j)
672.0,(-0.419355424547222-0.3901551247980869j),(-0.15591136796050664+0.14991124538835077j),(-0.14924651809036493+0.14704647375696514j),(-0.5630661424127686-0.23658809008694492j)
673.0,(-0.42618737250332805-0.384477664622109j),(-0.152817099187416+0.1538303696761626j),(-0.14622781304657895+0.15078052738544703j),(-0.5675453733007172-0.2268796585234348j)
673.9999999999999,(-0.432903369769151-0.37868781961302794j),(-0.14965088678246424+0.15769162767436296j),(-0.14314800810277545+0.1544567592145464j),(-0.5718049354650497-0.2170806390663137j)
674.9999999999998,(-0.43950529668866783-0.372787804762106j),(-0.14640472597330634+0.16149416063373864j),(-0.14000217432334688+0.1580794839053312j),(-0.5758337156215116-0.20719552210166897j)
675.9999999999999,(-0.4459936505063828-0.3667783438190654j),(-0.1430731586035067+0.1652309954343378j),(-0.1367833800172105+0.16164946701002775j),(-0.5796221001233167-0.1972370620514205j)
676.9999999999998,(-0.4523670143621299-0.36065968224621453j),(-0.13965686469101157+0.16889261817036033j),(-0.13348480080491198+0.16516329002674557j),(-0.5831675934691573-0.18722289157449018j)
677.9999999999999,(-0.4586221420429798-0.35443273396032987j),(-0.13616263891395874+0.17247207317023308j),(-0.1301018922384195+0.16861392128795477j),(-0.5864763679517988-0.17716910421947568j)
678.9999999999999,(-0.46475464044045106-0.34810001482372804j),(-0.13259972722169408+0.17596855197644914j),(-0.12663397756816164+0.17199236343864505j),(-0.5895597791211048-0.1670845933160864j)
680.0,(-0.4707600504497036-0.3416660763207156j),(-0.12897466819007367+0.17938731669573582j),(-0.12308475980437876+0.17528992482994402j),(-0.5924278519991805-0.15696950613771232j)
680.9999999999999,(-0.4766350045788621-0.33513729982200385j),(-0.125287686411356+0.18273595985932314j),(-0.11946157158209461+0.17850046546246984j),(-0.595083535694135-0.14681877231645254j)
682.0,(-0.4823781123023426-0.3285211015626917j),(-0.12153279490966525+0.186019164737889j),(-0.11577354179582094+0.1816219574422378j),(-0.5975211007182031-0.13662870379687425j)
683.0,(-0.48799030038072533-0.3218247748336087j),(-0.11770160601882047+0.1892350311528913j),(-0.1120291793755617+0.1846568812152291j),(-0.5997296692270443-0.12640285997831877j)
683.9999999999999,(-0.4934744928033091-0.3150543069803346j),(-0.11378868314153845+0.19237514989845458j),(-0.10823405847127482+0.18761130290987313j),(-0.6016999052807489-0.11615376245392679j)
685.0000000000001,(-0.4988347079119114-0.3082135219039908j),(-0.10979534391284607+0.19542845560573208j),(-0.1043892806104961+0.190492854408879j),(-0.6034300514874812-0.1058993996353778j)
686.0,(-0.5040748227068214-0.3013038096192124j),(-0.10572968007759798+0.19838670272553866j),(-0.10049118713223802+0.19330815993302972j),(-0.6049278292783096-0.09565643562947632j)
687.0,(-0.5091973563685825-0.29432453824141397j),(-0.10160270408224516+0.20124844413546464j),(-0.0965324530677078+0.19606042862753192j),(-0.6062070346821158-0.08543394144587363j)
687.9999999999999,(-0.514202626870921-0.2872740477665007j),(-0.09742274833350024+0.20401920026898548j),(-0.09250430525047522+0.19874790951052448j),(-0.6072806549371063-0.07523122346818376j)
689.0,(-0.5190885348914881-0.2801509548953842j),(-0.0931912742055201+0.20670763759231284j),(-0.08839928057117272+0.20136368552768394j),(-0.6081543234005629-0.06504106539186445j)
690.0,(-0.5238510553965029-0.2729554024477954j),(-0.08890250615738866+0.20931983401863083j),(-0.08421376722797842+0.2038969241832041j),(-0.608823803732018-0.05485668027858227j)
690.9999999999999,(-0.5284853175207983-0.2656898933715775j),(-0.08454719584185416+0.21185482894305144j),(-0.0799496039284366+0.20633529942888282j),(-0.6092780085014204-0.044678563941049576j)
691.9999999999999,(-0.5329869833497083-0.25835945738315025j),(-0.08011850856147712+0.21430400238742983j),(-0.0756142453717163+0.20866796280556466j),(-0.6095060074726859-0.03451742021846402j)
693.0,(-0.5373535436607064-0.25097107914093914j),(-0.0756167919767582+0.21665474663663334j),(-0.07121937834667882+0.21088826481480327j),(-0.6095042379073761-0.024391421324693952j)
693.9999999999999,(-0.5415851603394968-0.24353252159859742j),(-0.07105052765494127+0.21889651809281346j),(-0.06677829321981388+0.21299546237901068j),(-0.609279928958415-0.014319147671408817j)
694.9999999999999,(-0.5456847995368262-0.23605085093323547j),(-0.06643280584780088+0.22102598850567845j),(-0.062302668425385635+0.21499489150938653j),(-0.6088487271661188-0.004311954979297525j)
696.0,(-0.5496575872977986-0.22853106246997382j),(-0.06177510987824078+0.22304841629686128j),(-0.057799614424322604+0.2168964769244006j),(-0.6082276193725483+0.005630068834620324j)
697.0,(-0.5535095309301257-0.2209751935479008j),(-0.057081725262241825+0.22497434148443254j),(-0.05326979325941479+0.21871189258842896j),(-0.6074268347652317+0.015516222273218225j)
697.9999999999999,(-0.5572459283398895-0.2133821906456397j),(-0.052347856037114254+0.22681322851019523j),(-0.048707181247257696+0.220451063885246j),(-0.6064450742664536+0.02535817870704395j)
698.9999999999999,(-0.5608698853572339-0.20574860356886465j),(-0.047562625348264026+0.22856739459606906j),(-0.04410063322811344+0.22211891251071197j),(-0.6052707704551678+0.035161425930391545j)
700.0,(-0.5643813496996202-0.19806995878172445j),(-0.042715540728861856+0.2302295312710688j),(-0.0394369377572458+0.22371322855813391j),(-0.6038889471013533+0.04491969717156095j)
700.9999999999999,(-0.567776949673937-0.1903424744216275j),(-0.03780308185372003+0.23178532504581903j),(-0.034704642346474336+0.2252243064581019j),(-0.6022902418932421+0.05461551492043219j)
702.0,(-0.5710507242301359-0.1825646715768634j),(-0.032831857058960266+0.23322001454369043j),(-0.02989768353628238+0.22663655667066243j),(-0.6004773596996426+0.06422685296507856j)
703.0,(-0.5741955980941391-0.1747384405670036j),(-0.02781643850333765+0.2345255648878499j),(-0.02501784692384956+0.22793180359977544j),(-0.5984653636313336+0.07373668528654981j)
704.0,(-0.5772052500296234-0.16686924001730452j),(-0.022772715911231745+0.2357046427036773j),(-0.02007531982687912+0.2290935245631203j),(-0.5962752745022905+0.08314050900161692j)
704.9999999999999,(-0.5800758969573686-0.15896531445449344j),(-0.017710022131562753+0.23676905664565723j),(-0.015087036169713892+0.23011098992883045j),(-0.5939239231758872+0.0924477255470684j)
706.0,(-0.5828075062155068-0.1510360642572296j),(-0.012626117237089361+0.23773310041871837j),(-0.010073051516451301+0.2309822105124068j),(-0.5914151174156297+0.10167572725009388j)
706.9999999999999,(-0.5854040599012155-0.14308993024106353j),(-0.0075078729827643955+0.23860492591292634j),(-0.005051700344835375+0.23171480962986793j),(-0.5887368061809953+0.11083924546425555j)
707.9999999999999,(-0.5878727068286715-0.13513230728192926j),(-0.002337714242706454+0.2393803006337202j),(-3.4653501882531026e-05+0.2323243762912254j),(-0.5858661239714077+0.11994012370319172j)
709.0,(-0.5902219024999851-0.1271640372325862j),(0.002897113995676865+0.24004216367474285j),(0.004976882341818763+0.23283043067664974j),(-0.5827802623758378+0.12896281081952707j)
710.0,(-0.5924588951001614-0.11918093734151765j),(0.008197075518360873+0.2405666370908554j),(0.00999374041177526+0.23325071654467278j),(-0.5794679530014222+0.13787831503014186j)
711.0,(-0.5945871054115561-0.11117461265960422j),(0.013548747675594637+0.2409328427749153j),(0.015037481510848086+0.2335949945615413j),(-0.5759355796505075+0.14665521703388j)
711.9999999999999,(-0.5966040241162602-0.10313452221496443j),(0.018930519601800977+0.241131626775341j),(0.02013612912088847+0.23385973623336878j),(-0.572204117158487+0.1552725387055206j)
713.0,(-0.598500189230546-0.09505097887513779j),(0.02432336379395596+0.24116829373358284j),(0.02531754127753625+0.23402504897840512j),(-0.5682973879593614+0.16372768243590463j)
713.9999999999999,(-0.6002596171600616-0.08691852557024568j),(0.029721533741738585+0.24105689335771255j),(0.030601578055373013+0.23405480021639782j),(-0.564226651183939+0.17203424240209136j)
714.9999999999998,(-0.6018617791430814-0.07873899963720282j),(0.03513728633489377+0.2408075317389893j),(0.03599258313467603+0.23390031665063793j),(-0.5599791780938028+0.18020877794407283j)
716.0,(-0.6032848973901157-0.07052360439281917j),(0.04059570397405502+0.24041190047282116j),(0.04147376343584656+0.23350732885028933j),(-0.5555178261481072+0.18825089910784162j)
717.0,(-0.6045100473739664-0.062293455851907896j),(0.04611975328043946+0.23983400148893105j),(0.047004797316300646+0.23282515204747145j),(-0.5507946816495307+0.19612496125668447j)
717.9999999999999,(-0.6055253546495056-0.054078336497559824j),(0.05171024907190253+0.23901191338499952j),(0.052523469499857804+0.23181658038998915j),(-0.5457760236276441+0.20375243923284572j)
718.9999999999999,(-0.6063295087532395-0.04591371690768379j),(0.057328466863352835+0.23787261778244656j),(0.05795141711130105+0.2304667312933568j),(-0.5404704901883146+0.21102103328666325j)
719.9999999999998,(-0.6069338992228227-0.03783643597569348j),(0.06288933695500583+0.23635676270081643j),(0.06320331089766563+0.22878916357749313j),(-0.5349496755264068+0.2178106813365847j)
721.0,(-0.6073628961568116-0.029879697018202277j),(0.0682701465746549+0.23444578905786007j),(0.06819813449844161+0.22682799839060605j),(-0.529351734926743+0.22403006721037455j)
721.9999999999998,(-0.6076521100280418-0.022068188193163966j),(0.07333444173036356+0.23218191195586949j),(0.07287078979632275+0.2246554242729568j),(-0.523863672557139+0.22965245846466645j)
722.9999999999999,(-0.6078448143851732-0.014414141836666878j),(0.07796524908890558+0.22967293761222407j),(0.07718213222457672+0.22236474829633232j),(-0.518685106629468+0.23473870239555442j)
724.0,(-0.607987035725507-0.006915006994090919j),(0.08209791649605491+0.2270784224280021j),(0.08112575179956708+0.22005992110381747j),(-0.5139828986773985+0.23943850494512722j)
724.9999999999999,(-0.6081220483647717+0.0004468512837192626j),(0.0857422733988049+0.22457969594133714j),(0.08473032596931453+0.2178430754661957j),(-0.5098496920623553+0.24396767036627312j)
725.9999999999998,(-0.6082851169213812+0.007702345159711495j),(0.0889867391277127+0.22234165212571863j),(0.08805708668080064+0.21580196611532035j),(-0.5062787703034286+0.24856654304739206j)
727.0,(-0.6084992880505484+0.014892013435787227j),(0.09198247574827335+0.22047706289943886j),(0.09119273754291406+0.21399922333744836j),(-0.5031628998588719+0.2534508566849047j)
728.0,(-0.6087728563537903+0.02206108563429731j),(0.09491180801579462+0.2190235015855694j),(0.09423888717171018+0.21246503402219846j),(-0.5003175946819529+0.2587685413795046j)
728.9999999999998,(-0.609098851279837+0.029254013862107235j),(0.09794983219594189+0.2179390549090617j),(0.09729960588392253+0.21119429953308227j),(-0.4975219886662232+0.2645740472872127j)
730.0,(-0.6094565636885942+0.03650928940442372j),(0.10122987842030233+0.21711724047230835j),(0.10046897606483898+0.21014859352549584j),(-0.4945656137454675+0.2708262042402971j)
731.0,(-0.6098148108743869+0.04385528765916488j),(0.10482182138334091+0.2164159039050144j),(0.10382045485145605+0.20926248362436664j),(-0.49128834047022985+0.2774085072018088j)
732.0,(-0.6101363815846647+0.051307692730478055j),(0.10872787561940445+0.2156911790740602j),(0.10739952082049171+0.20845311877009368j),(-0.48760366017365986+0.28416438259063165j)
732.9999999999998,(-0.6103829487134514+0.058868779973293234j),(0.1128950491245385+0.21482692203819342j),(0.11122050436191788+0.20763152699401038j),(-0.4835011646459304+0.2909364187868194j)
734.0,(-0.6105197075317079+0.06652853135623416j),(0.11723870474955574+0.21375235768777814j),(0.11526781041340309+0.20671388404600527j),(-0.47903048174268253+0.2975986455651608j)
734.9999999999999,(-0.6105190894839876+0.07426727748924296j),(0.12166914147982447+0.21244499374775053j),(0.11950105365364515+0.20563111905698003j),(-0.4742739562276289+0.30407434793533306j)
736.0,(-0.6103630927080234+0.08205934730083621j),(0.12611335157124093+0.21092057857512686j),(0.12386305474418909+0.20433558598726992j),(-0.46931757218747505+0.31033717887228446j)
736.9999999999999,(-0.6100440219208698+0.08987709272597917j),(0.13052674931370553+0.20921544677630774j),(0.12828927994595715+0.20280407367099493j),(-0.46422861773041024+0.3163986009512672j)
738.0,(-0.6095636958134616+0.0976946532916662j),(0.13489356499847083+0.20736799888602922j),(0.13271719331824644+0.20103705107901038j),(-0.45904510796730946+0.3222882598467405j)
738.9999999999998,(-0.6089314141772934+0.10549092615790792j),(0.13921832783760427+0.20540512180508685j),(0.13709413253305983+0.19905463915329766j),(-0.45377745710451683+0.32803484814839196j)
740.0,(-0.6081611430244118+0.11325138591893616j),(0.14351322718575274+0.2033367013146842j),(0.14138267448976585+0.19689026960058148j),(-0.44841893732179167+0.33365341105241897j)
740.9999999999999,(-0.6072684518538328+0.12096861882915776j),(0.14778655535998642+0.20115812844893372j),(0.14556295050207305+0.19458326586201807j),(-0.4429592934876006+0.33914177594658756j)
742.0,(-0.6062677181000191+0.12864165748569847j),(0.15203604717807864+0.19885803171285327j),(0.14963190995835515+0.19217163153653005j),(-0.43739594993362363+0.3444851907270682j)
742.9999999999999,(-0.605170011493472+0.1362743870335359j),(0.1562484834990656+0.19642719358932548j),(0.1536000224623755+0.18968616671385005j),(-0.4317391821687335+0.3496655910442946j)
744.0,(-0.6039819106234593+0.14387341481101396j),(0.16040442132690214+0.19386495580505822j),(0.15748627347632102+0.18714669855426366j),(-0.42601048123425833+0.3546709484252268j)
744.9999999999999,(-0.602705318208925+0.15144583769638253j),(0.1644852321941685+0.1911810139540659j),(0.16131249708092682+0.18456077970483786j),(-0.42023598072633694+0.35950095013966227j)
745.9999999999999,(-0.6013381645949821+0.1589973057532514j),(0.16847924091047972+0.1883925940517651j),(0.16509808550688995+0.1819247583606114j),(-0.41443835238794946+0.36416727463086207j)
747.0,(-0.5998757502200297+0.16653068101797913j),(0.17238460340973394+0.18551876915893348j),(0.16885593664372142+0.17922673454636298j),(-0.40863062797048666+0.3686890540443834j)
747.9999999999999,(-0.5983123972465173+0.1740454501015946j),(0.17620815779136445+0.18257452315799197j),(0.17259019411658671+0.17645064904805682j),(-0.4028141737608581+0.3730858752307607j)
749.0,(-0.5966430661853264+0.18153789709297957j),(0.17996113798764068+0.1795669219108372j),(0.17629596394720704+0.1735806388571673j),(-0.39698115999878275+0.3773713060287997j)
750.0,(-0.594864640839942+0.1890019067677757j),(0.18365373812408944+0.17649465078368715j),(0.17996082677420167+0.17060484072989088j),(-0.391120108431447+0.38154936808553575j)
751.0,(-0.5929766795469309+0.19643016957960363j),(0.18729072530552002+0.1733507418788538j),(0.18356766742105882+0.1675180092176176j),(-0.3852220961202999+0.38561497807711453j)
752.0,(-0.5909815509826177+0.20381551274146817j),(0.1908696546797093+0.1701271190613022j),(0.18709815926559062+0.16432259246193406j),(-0.37928521578836555+0.38955776744303516j)
752.9999999999998,(-0.5888839948538859+0.21115208895160734j),(0.19438208687137057+0.16681904837489472j),(0.190536190797004+0.1610282214397422j),(-0.37331580787164104+0.39336748653558334j)
753.9999999999999,(-0.5866902497571513+0.21843620914635586j),(0.19781703301716325+0.16342781905579376j),(0.19387060214519897+0.15764985844684273j),(-0.36732634396512714+0.3970387975951738j)
755.0000000000001,(-0.5844069562354719+0.2256666935068024j),(0.2011650950750534+0.15996081890884165j),(0.19709678410696815+0.154205069761808j),(-0.361331101714609+0.4005737176150967j)
755.9999999999999,(-0.5820400644441746+0.23284471682137386j),(0.20442166322413974+0.15642922991241162j),(0.20021693933754597+0.15071100370132395j),(-0.35534147605303745+0.40398102337446173j)
756.9999999999998,(-0.5795939533674844+0.2399732205834155j),(0.207588046791565+0.15284443865315295j),(0.20323906585447785+0.14718165752080323j),(-0.3493627230618036+0.40727312671148425j)
758.0000000000001,(-0.5770709104707155+0.24705603813607693j),(0.21067029502940196+0.1492146313938893j),(0.20617494977032072+0.14362591458083204j),(-0.3433932283914047+0.41046181586078395j)
759.0000000000001,(-0.5744710408280144+0.254096919589811j),(0.2136763477981532+0.14554283791457562j),(0.20903761021242667+0.14004665400459615j),(-0.3374263570285383+0.4135545465326586j)
759.9999999999999,(-0.5717925895176443+0.2610986459724834j),(0.2166127189889764+0.1418270356660488j),(0.21183870326812865+0.13644101693840188j),(-0.33145398538334364+0.416552610537847j)
760.9999999999999,(-0.5690325862505978+0.26806239006495425j),(0.2194819829011984+0.13806210915672712j),(0.21458636003575596+0.1328016982577811j),(-0.3254702790425821+0.4194517032257058j)
762.0,(-0.566187669314896+0.27498742347931715j),(0.2222819289495966+0.13424279277346135j),(0.21728382000400842+0.12911895785242533j),(-0.3194743138421139+0.42224448940851417j)
762.9999999999999,(-0.5632549242871051+0.2818711984133646j),(0.22500656496056645+0.13036643690830432j),(0.21992905177137628+0.12538293894304522j),(-0.31347067720674787+0.42492407409032545j)
763.9999999999999,(-0.5602325828662394+0.2887097620502695j),(0.22764845844048273+0.12643459687985797j),(0.22251536275036718+0.1215858555538685j),(-0.307467989889932+0.4274870470570273j)
764.9999999999998,(-0.5571204641960181+0.2954984043200611j),(0.2302014588957867+0.12245295328444049j),(0.2250328230730069+0.11772366533886945j),(-0.30147604337293+0.4299350323175122j)
766.0,(-0.553920096309178+0.30223240482877517j),(0.23266278155231673+0.11842971645052261j),(0.22747019626915507+0.11379696182601044j),(-0.2955026900438346+0.43227429599478323j)
766.9999999999999,(-0.5506345175264359+0.3089077365931557j),(0.23503374257067863+0.11437320354775699j),(0.2298170002963834+0.10981097634618787j),(-0.28955162248904415+0.4345136961509189j)
767.9999999999999,(-0.5472678151723211+0.3155216021067106j),(0.23731897519512637+0.11028952225069837j),(0.23206532443722638+0.10577474434274325j),(-0.28362177365657665+0.43666182722693375j)
769.0000000000001,(-0.543824502010666+0.32207271599033394j),(0.23952451354900653+0.10618118686984968j),(0.2342110948931548+0.10169963420665976j),(-0.2777084387306887+0.43872443316369264j)
769.9999999999998,(-0.5403088528782638+0.32856129959707603j),(0.24165550667914104+0.1020470993528621j),(0.23625459818491643+0.09759753589124551j),(-0.2718056032392904+0.44070298838409455j)
770.9999999999998,(-0.5367243228208401+0.33498880650672785j),(0.24371440194495897+0.09788381113424251j),(0.2382002131154014+0.09347904735464693j),(-0.2659085748270766+0.44259486888453536j)
772.0000000000001,(-0.5330731455652759+0.341357444282838j),(0.24570021124681055+0.09368753431226633j),(0.24005544286437352+0.08935197642881189j),(-0.260015974489271+0.4443949478433452j)
773.0,(-0.5293561729017332+0.3476695895856128j),(0.24760904914503284+0.08945614353586907j),(0.241829454629837+0.08522040178015876j),(-0.2541304333975046+0.4460979645995676j)
773.9999999999998,(-0.5255729693174719+0.35392720628965674j),(0.24943567257920404+0.08519046528527588j),(0.2435314069807754+0.08108442552891743j),(-0.24825783681869595+0.4477007924267157j)
775.0,(-0.5217221306191054+0.3601313688497852j),(0.2511754201931071+0.08089444775629055j),(0.24516886523630801+0.076940623297034j),(-0.24240547019557607+0.44920382557349203j)
776.0,(-0.5178017581421593+0.3662819684934996j),(0.25282585036224187+0.07657422107313444j),(0.24674657281611084+0.07278307756402616j),(-0.23657977658291798+0.4506110622004066j)
776.9999999999999,(-0.5138099972791107+0.372377643356537j),(0.25438752742380644+0.07223644125550252j),(0.24826577055596175+0.06860478708365743j),(-0.23078452054828705+0.4519289353686323j)
777.9999999999999,(-0.5097455433923538+0.37841593249531347j),(0.25586373501427484+0.0678865328591482j),(0.2497241521026965+0.06439919273107764j),(-0.22501996245089212+0.4531643682840563j)
778.9999999999998,(-0.5056080295061851+0.38439361517018944j),(0.2572592779047414+0.06352744068507088j),(0.25111643095610436+0.060161554703353326j),(-0.2192832642461322+0.4543227627520339j)
779.9999999999999,(-0.5013982354110642+0.3903071672801863j),(0.25857883510551793+0.05915928844073942j),(0.2524353929147763+0.055889955420483764j),(-0.21356991694103505+0.4554066069030248j)
780.9999999999999,(-0.49711809175253246+0.39615325074361j),(0.2598254508999978+0.05478000882975678j),(0.2536732329244728+0.05158577737667119j),(-0.20787564886184487+0.45641513611646867j)
781.9999999999999,(-0.4927704890069279+0.4019291507887977j),(0.2609996676767188+0.05038667648062206j),(0.2548229383698387+0.047253600922869676j),(-0.20219814643219056+0.4573451006271118j)
782.9999999999999,(-0.48835893369873856+0.40763308968539014j),(0.26209955738127905+0.04597705438851874j),(0.2558794854938289+0.04290056639596187j),(-0.19653802306208848+0.45819232042241637j)
783.9999999999999,(-0.48388711760361847+0.4132643702046689j),(0.2631215912925276+0.041550822207597496j),(0.25684065858503524+0.03853533152679402j),(-0.190898756163119+0.45895346581740326j)
785.0,(-0.47935847668572695+0.4188233331996105j),(0.2640620111997787+0.03711009258613516j),(0.2577073734876241+0.03416681522668057j),(-0.18528567068493992+0.45962746130951193j)
786.0,(-0.4747758140944237+0.4243111455722073j),(0.2649182179678339+0.032659081706910405j),(0.25848347438048924+0.029802944394674773j),(-0.17970435699916404+0.4602160703792123j)
786.9999999999999,(-0.47014104693728437+0.42972946222499725j),(0.26568971576132483+0.02820308810585456j),(0.25917506049796396+0.02544960918182761j),(-0.17415907356630778+0.46072351362612346j)
787.9999999999999,(-0.4654551129173541+0.43508002415582386j),(0.26637832317298576+0.02374715309990032j),(0.25978947327629387+0.02110998815090378j),(-0.16865165764545637+0.46115529684032414j)
789.0000000000001,(-0.4607180447031241+0.44036426214455887j),(0.2669876195011569+0.01929485950464202j),(0.2603341231889473+0.016784336977327133j),(-0.16318127196611734+0.46151667217843656j)
790.0,(-0.45592919197885096+0.4455829709937444j),(0.26752184611981866+0.014847654526259422j),(0.26081535286441726+0.012470255011712677j),(-0.1577450260847447+0.46181125013372615j)
791.0,(-0.4510875480227288+0.45073610446268936j),(0.26798464791799925+0.010404890801209613j),(0.2612375179666146+0.008163366522285016j),(-0.15233922726014543+0.46204020215609926j)
792.0,(-0.44619212283341475+0.45582271889415477j),(0.26837807041898376+0.005964536377610933j),(0.26160242398955463+0.003858290013565611j),(-0.14696082758502016+0.4622022798142078j)
792.9999999999999,(-0.4412423001709658+0.4608410680778514j),(0.26870212317558617+0.001524291505580224j),(0.2619091940226222-0.0004502710368565591j),(-0.14160859548015142+0.46229460331203087j)
794.0,(-0.4362381215461894+0.46578882740546496j),(0.268955021624103-0.0029172662932356714j),(0.26215457074430054-0.00476649432347039j),(-0.136283653093761+0.46231393038143676j)
795.0,(-0.4311804546759313+0.4706634057051485j),(0.2691339969116331-0.007359876239028236j),(0.26233358717823985-0.009092622988450212j),(-0.13098924111044047+0.46225798038929755j)
795.9999999999999,(-0.42607102440734607+0.47546229114997623j),(0.26923638848226633-0.011801367531470035j),(0.2624404857004366-0.013428487758242388j),(-0.12572982307924163+0.4621263940096623j)
797.0,(-0.42091230701386917+0.48018337477479606j),(0.269260659659469-0.016238056067714685j),(0.2624697312748036-0.017771428479837093j),(-0.12050984229947215+0.46192104536933504j)
798.0,(-0.4157073103309311+0.48482520134185686j),(0.26920701938825614-0.020665610185329253j),(0.2624169569756941-0.022116611659362965j),(-0.11533253609189935+0.46164564046744333j)
799.0,(-0.41045927912028385+0.4893871110827059j),(0.2690774730959986-0.02508009183373478j),(0.2622796974019313-0.026457679326249973j),(-0.11019917324869727+0.46130476068348353j)
800.0,(-0.4051713749431615+0.4938692546335543j),(0.26887531285541627-0.029478839776607948j),(0.26205780455994143-0.03078761616878019j),(-0.10510893069279592+0.460902673392396j)
